Student_ID,Career,Domain,Raw_Fit_Score,Skill_Coverage,Adjusted_Fit_Score,Readiness,Top_Skill_Gaps,Top_Gap_Values,High_Priority_Gaps,Medium_Priority_Gaps,Recommendation,Career_Rank
14157.0,Risk Analyst,Finance & Accounting,93.11,87.5,93.11,Excellent Fit,"Communication, Risk_Analysis, Excel, Financial_Analysis","2.0, 0.87, 0.44, 0.36",0,1,"Career is suitable, but improvement is recommended in: Communication, Risk_Analysis, Excel",1
14158.0,Risk Analyst,Finance & Accounting,91.13,87.5,91.13,Excellent Fit,"Communication, Excel, Financial_Analysis, Risk_Analysis","2.0, 1.8, 0.57, 0.35",0,2,"Career is suitable, but improvement is recommended in: Communication, Excel, Financial_Analysis",1
14159.0,Operations Analyst,Business & Management,87.56,75.0,87.56,Excellent Fit,"Problem_Solving, Data_Analysis, Communication, Excel, Business_Analysis","1.46, 1.41, 1.0, 0.92, 0.91",0,0,"Career is suitable, but improvement is recommended in: Problem_Solving, Data_Analysis, Communication",1
14160.0,Credit Analyst,Finance & Accounting,85.15,87.5,85.15,Excellent Fit,"Excel, Risk_Analysis, Financial_Analysis, Communication, Problem_Solving","2.03, 1.98, 1.65, 1.0, 0.98",0,3,"Career is suitable, but improvement is recommended in: Excel, Risk_Analysis, Financial_Analysis",1
14161.0,Operations Analyst,Business & Management,85.37,75.0,85.37,Excellent Fit,"Communication, Data_Analysis, Problem_Solving, Business_Analysis, Excel","2.0, 1.28, 1.26, 1.11, 0.93",0,1,"Career is suitable, but improvement is recommended in: Communication, Data_Analysis, Problem_Solving",1
14162.0,Operations Analyst,Business & Management,96.16,75.0,96.16,Excellent Fit,"Communication, Excel, Data_Analysis","1.0, 0.68, 0.02",0,0,"Career is suitable, but improvement is recommended in: Communication, Excel, Data_Analysis",1
14163.0,Operations Analyst,Business & Management,94.5,75.0,94.5,Excellent Fit,"Excel, Data_Analysis, Problem_Solving","1.3, 0.8, 0.54",0,0,"Career is suitable, but improvement is recommended in: Excel, Data_Analysis, Problem_Solving",1
14164.0,Operations Analyst,Business & Management,93.41,75.0,93.41,Excellent Fit,"Communication, Excel, Data_Analysis, Problem_Solving, Business_Analysis","1.0, 0.92, 0.64, 0.3, 0.14",0,0,"Career is suitable, but improvement is recommended in: Communication, Excel, Data_Analysis",1
14165.0,Risk Analyst,Finance & Accounting,77.64,87.5,77.64,Strong Fit,"Communication, Excel, Risk_Analysis, Financial_Analysis, Statistics","3.0, 2.15, 2.11, 1.74, 1.11",1,3,"Career is suitable, but improvement is recommended in: Communication, Excel, Risk_Analysis",1
14166.0,Operations Analyst,Business & Management,93.82,75.0,93.82,Excellent Fit,"Communication, Excel, Data_Analysis, Problem_Solving, Business_Analysis","1.0, 0.71, 0.6, 0.24, 0.24",0,0,"Career is suitable, but improvement is recommended in: Communication, Excel, Data_Analysis",1
14167.0,Operations Analyst,Business & Management,90.8,75.0,90.8,Excellent Fit,"Communication, Excel, Data_Analysis, Business_Analysis, Problem_Solving","2.0, 1.0, 0.56, 0.34, 0.18",0,1,"Career is suitable, but improvement is recommended in: Communication, Excel, Data_Analysis",1
14169.0,Operations Analyst,Business & Management,95.77,75.0,95.77,Excellent Fit,"Excel, Data_Analysis, Problem_Solving","0.92, 0.71, 0.4",0,0,"Career is suitable, but improvement is recommended in: Excel, Data_Analysis, Problem_Solving",1
14170.0,Operations Analyst,Business & Management,78.53,75.0,78.53,Strong Fit,"Communication, Business_Analysis, Excel, Data_Analysis, Problem_Solving","4.0, 1.51, 1.38, 1.32, 1.31",1,1,"Career is suitable, but improvement is recommended in: Communication, Business_Analysis, Excel",1
14171.0,Operations Analyst,Business & Management,100.0,75.0,100.0,Excellent Fit,,,0,0,Student currently meets the evaluated requirements for this career.,1
14172.0,Risk Analyst,Finance & Accounting,83.58,87.5,83.58,Strong Fit,"Risk_Analysis, Excel, Financial_Analysis, Communication, Statistics","1.98, 1.69, 1.66, 1.0, 0.98",0,3,"Career is suitable, but improvement is recommended in: Risk_Analysis, Excel, Financial_Analysis",1
14173.0,Operations Analyst,Business & Management,91.19,75.0,91.19,Excellent Fit,"Communication, Excel, Data_Analysis, Business_Analysis, Problem_Solving","2.0, 1.06, 0.51, 0.24, 0.1",0,1,"Career is suitable, but improvement is recommended in: Communication, Excel, Data_Analysis",1
14176.0,Data Scientist,Technology & Data,94.08,100.0,94.08,Excellent Fit,"Statistics, Problem_Solving, SQL, Machine_Learning","1.97, 1.97, 0.55, 0.17",0,2,"Career is suitable, but improvement is recommended in: Statistics, Problem_Solving, SQL",1
14177.0,Operations Analyst,Business & Management,92.72,75.0,92.72,Excellent Fit,"Excel, Communication, Data_Analysis, Problem_Solving","1.29, 1.0, 0.69, 0.37",0,0,"Career is suitable, but improvement is recommended in: Excel, Communication, Data_Analysis",1
14178.0,Operations Analyst,Business & Management,82.36,75.0,82.36,Strong Fit,"Data_Analysis, Excel, Problem_Solving, Business_Analysis, Projects","2.13, 2.09, 1.69, 1.07, 1.0",0,3,"Career is suitable, but improvement is recommended in: Data_Analysis, Excel, Problem_Solving",1
14179.0,Risk Analyst,Finance & Accounting,79.59,87.5,79.59,Strong Fit,"Excel, Financial_Analysis, Risk_Analysis, Statistics, Problem_Solving","3.24, 2.23, 2.01, 1.01, 1.01",1,2,"Career is suitable, but improvement is recommended in: Excel, Financial_Analysis, Risk_Analysis",1
14180.0,Cybersecurity Analyst,Technology & Data,75.52,55.55555555555556,67.97,Moderate Fit,"Internship, Risk_Analysis, Problem_Solving, Projects","2.67, 2.45, 2.45, 1.0",0,3,"Career is suitable, but improvement is recommended in: Internship, Risk_Analysis, Problem_Solving",1
14181.0,Data Scientist,Technology & Data,100.0,100.0,100.0,Excellent Fit,,,0,0,Student currently meets the evaluated requirements for this career.,1
14182.0,Operations Analyst,Business & Management,88.14,75.0,88.14,Excellent Fit,"Problem_Solving, Data_Analysis, Excel, Business_Analysis","1.93, 1.73, 1.3, 0.64",0,2,"Career is suitable, but improvement is recommended in: Problem_Solving, Data_Analysis, Excel",1
14183.0,Operations Analyst,Business & Management,90.76,75.0,90.76,Excellent Fit,"Problem_Solving, Data_Analysis, Excel, Business_Analysis","1.58, 1.5, 1.15, 0.18",0,2,"Career is suitable, but improvement is recommended in: Problem_Solving, Data_Analysis, Excel",1
14184.0,Data Scientist,Technology & Data,82.22,100.0,82.22,Strong Fit,"Internship, Problem_Solving, Statistics, Machine_Learning, Python","2.67, 2.44, 2.44, 1.74, 1.0",0,4,"Career is suitable, but improvement is recommended in: Internship, Problem_Solving, Statistics",1
14185.0,Operations Analyst,Business & Management,99.17,75.0,99.17,Excellent Fit,Excel,0.4,0,0,"Career is suitable, but improvement is recommended in: Excel",1
14186.0,Risk Analyst,Finance & Accounting,83.86,87.5,83.86,Strong Fit,"Excel, Communication, Financial_Analysis, Risk_Analysis, Statistics","2.4, 2.0, 1.83, 1.42, 0.42",0,3,"Career is suitable, but improvement is recommended in: Excel, Communication, Financial_Analysis",1
14187.0,Operations Analyst,Business & Management,99.77,75.0,99.77,Excellent Fit,Problem_Solving,0.11,0,0,"Career is suitable, but improvement is recommended in: Problem_Solving",1
14188.0,Data Scientist,Technology & Data,80.09,100.0,80.09,Strong Fit,"Python, Machine_Learning, Statistics, Problem_Solving, Projects","3.0, 2.75, 2.12, 2.12, 2.0",1,6,"Career is suitable, but improvement is recommended in: Python, Machine_Learning, Statistics",1
14189.0,Teacher,Education,70.96,100.0,70.96,Strong Fit,"Subject_Knowledge, Teaching, Planning, Presentation, Communication","3.86, 2.93, 2.84, 2.83, 2.0",1,5,"Career is suitable, but improvement is recommended in: Subject_Knowledge, Teaching, Planning",1
14190.0,Credit Analyst,Finance & Accounting,78.31,87.5,78.31,Strong Fit,"Risk_Analysis, Excel, Communication, Financial_Analysis, Problem_Solving","2.48, 2.38, 2.0, 1.99, 1.48",0,4,"Career is suitable, but improvement is recommended in: Risk_Analysis, Excel, Communication",1
14191.0,Operations Analyst,Business & Management,99.62,75.0,99.62,Excellent Fit,"Problem_Solving, Excel","0.15, 0.03",0,0,"Career is suitable, but improvement is recommended in: Problem_Solving, Excel",1
14192.0,Teacher,Education,69.64,100.0,69.64,Moderate Fit,"Subject_Knowledge, Patience, Planning, Presentation, Teaching","3.27, 3.0, 2.98, 2.83, 2.63",2,5,"Career is suitable, but improvement is recommended in: Subject_Knowledge, Patience, Planning",1
14193.0,Operations Analyst,Business & Management,95.1,75.0,95.1,Excellent Fit,"Excel, Data_Analysis, Problem_Solving","1.04, 0.79, 0.52",0,0,"Career is suitable, but improvement is recommended in: Excel, Data_Analysis, Problem_Solving",1
14194.0,Data Analyst,Technology & Data,99.31,100.0,99.31,Excellent Fit,"SQL, Excel","0.4, 0.1",0,0,"Career is suitable, but improvement is recommended in: SQL, Excel",1
14195.0,Risk Analyst,Finance & Accounting,70.74,87.5,70.74,Strong Fit,"Excel, Risk_Analysis, Financial_Analysis, Statistics, Problem_Solving","3.19, 3.11, 2.96, 2.11, 2.11",2,4,"Career is suitable, but improvement is recommended in: Excel, Risk_Analysis, Financial_Analysis",1
14197.0,Tax Consultant,Finance & Accounting,96.99,85.71428571428571,96.99,Excellent Fit,"Communication, Taxation, Accounting","1.0, 0.17, 0.17",0,0,"Career is suitable, but improvement is recommended in: Communication, Taxation, Accounting",1
14198.0,Operations Analyst,Business & Management,81.14,75.0,81.14,Strong Fit,"Excel, Data_Analysis, Problem_Solving, Business_Analysis, Communication","1.97, 1.88, 1.32, 1.23, 1.0",0,2,"Career is suitable, but improvement is recommended in: Excel, Data_Analysis, Problem_Solving",1
14199.0,Social Media Manager,Marketing & Media,93.66,100.0,93.66,Excellent Fit,"Creativity, Social_Media, Content_Creation, Digital_Marketing, Brand_Management","2.67, 1.17, 0.17, 0.17, 0.17",0,1,"Career is suitable, but improvement is recommended in: Creativity, Social_Media, Content_Creation",1
14201.0,Renewable Energy Analyst,Environment & Sustainability,91.41,57.14285714285714,82.27,Strong Fit,"Research, Data_Analysis, Problem_Solving","1.19, 0.89, 0.67",0,0,"Career is suitable, but improvement is recommended in: Research, Data_Analysis, Problem_Solving",1
14202.0,Operations Analyst,Business & Management,97.5,75.0,97.5,Excellent Fit,"Excel, Data_Analysis","1.02, 0.18",0,0,"Career is suitable, but improvement is recommended in: Excel, Data_Analysis",1
14203.0,Operations Analyst,Business & Management,85.08,75.0,85.08,Excellent Fit,"Data_Analysis, Excel, Problem_Solving, Projects, Business_Analysis","1.9, 1.79, 1.34, 1.0, 0.7",0,2,"Career is suitable, but improvement is recommended in: Data_Analysis, Excel, Problem_Solving",1
14204.0,Risk Analyst,Finance & Accounting,85.25,87.5,85.25,Excellent Fit,"Communication, Risk_Analysis, Financial_Analysis, Excel, Statistics","2.0, 1.59, 1.4, 1.39, 0.59",0,2,"Career is suitable, but improvement is recommended in: Communication, Risk_Analysis, Financial_Analysis",1
14205.0,Operations Analyst,Business & Management,99.88,75.0,99.88,Excellent Fit,Problem_Solving,0.06,0,0,"Career is suitable, but improvement is recommended in: Problem_Solving",1
14206.0,Operations Analyst,Business & Management,76.0,75.0,76.0,Strong Fit,"Data_Analysis, Excel, Communication, Business_Analysis, Problem_Solving","2.13, 2.05, 2.0, 1.77, 1.7",0,5,"Career is suitable, but improvement is recommended in: Data_Analysis, Excel, Communication",1
14208.0,Operations Analyst,Business & Management,80.29,75.0,80.29,Strong Fit,"Communication, Problem_Solving, Data_Analysis, Business_Analysis, Excel","3.0, 1.61, 1.51, 1.48, 1.22",1,2,"Career is suitable, but improvement is recommended in: Communication, Problem_Solving, Data_Analysis",1
14209.0,Operations Analyst,Business & Management,95.24,75.0,95.24,Excellent Fit,Communication,2.0,0,1,"Career is suitable, but improvement is recommended in: Communication",1
14210.0,Credit Analyst,Finance & Accounting,73.8,87.5,73.8,Strong Fit,"Communication, Risk_Analysis, Excel, Financial_Analysis, Problem_Solving","3.0, 2.85, 2.4, 2.23, 1.85",1,4,"Career is suitable, but improvement is recommended in: Communication, Risk_Analysis, Excel",1
14211.0,Credit Analyst,Finance & Accounting,64.45,87.5,64.45,Moderate Fit,"Risk_Analysis, Excel, Financial_Analysis, Problem_Solving, Accounting","3.8, 3.68, 3.42, 2.8, 2.68",3,3,"Career is suitable, but improvement is recommended in: Risk_Analysis, Excel, Financial_Analysis",1
14214.0,Financial Analyst,Finance & Accounting,82.73,100.0,82.73,Strong Fit,"Excel, Communication, Financial_Analysis, Financial_Modeling, Accounting","3.17, 3.0, 2.61, 1.61, 1.34",2,2,"Career is suitable, but improvement is recommended in: Excel, Communication, Financial_Analysis",1
14215.0,Risk Analyst,Finance & Accounting,91.92,87.5,91.92,Excellent Fit,"Communication, Excel, Risk_Analysis, Financial_Analysis","3.0, 0.59, 0.47, 0.09",1,0,"Career is suitable, but improvement is recommended in: Communication, Excel, Risk_Analysis",1
14216.0,Operations Analyst,Business & Management,69.97,75.0,69.97,Moderate Fit,"Data_Analysis, Problem_Solving, Excel, Business_Analysis, Communication","2.88, 2.83, 2.72, 2.07, 2.0",0,5,"Career is suitable, but improvement is recommended in: Data_Analysis, Problem_Solving, Excel",1
14218.0,Risk Analyst,Finance & Accounting,73.41,87.5,73.41,Strong Fit,"Excel, Risk_Analysis, Financial_Analysis, Statistics, Problem_Solving","3.42, 2.73, 2.71, 1.73, 1.73",1,5,"Career is suitable, but improvement is recommended in: Excel, Risk_Analysis, Financial_Analysis",1
14220.0,Risk Analyst,Finance & Accounting,89.79,87.5,89.79,Excellent Fit,"Communication, Risk_Analysis, Excel, Financial_Analysis, Statistics","3.0, 1.07, 0.64, 0.49, 0.07",1,0,"Career is suitable, but improvement is recommended in: Communication, Risk_Analysis, Excel",1
14221.0,Data Engineer,Technology & Data,99.47,100.0,99.47,Excellent Fit,"Database_Management, SQL","0.33, 0.15",0,0,"Career is suitable, but improvement is recommended in: Database_Management, SQL",1
14222.0,Operations Analyst,Business & Management,82.38,75.0,82.38,Strong Fit,"Communication, Problem_Solving, Data_Analysis, Excel, Business_Analysis","2.0, 1.81, 1.65, 1.33, 1.21",0,3,"Career is suitable, but improvement is recommended in: Communication, Problem_Solving, Data_Analysis",1
14223.0,Risk Analyst,Finance & Accounting,68.28,87.5,68.28,Moderate Fit,"Communication, Risk_Analysis, Excel, Financial_Analysis, Statistics","4.0, 2.96, 2.37, 2.31, 1.96",1,6,"Career is suitable, but improvement is recommended in: Communication, Risk_Analysis, Excel",1
14224.0,Risk Analyst,Finance & Accounting,88.12,87.5,88.12,Excellent Fit,"Communication, Excel, Risk_Analysis, Financial_Analysis","4.0, 1.31, 0.64, 0.2",1,0,"Career is suitable, but improvement is recommended in: Communication, Excel, Risk_Analysis",1
14225.0,Operations Analyst,Business & Management,71.69,75.0,71.69,Strong Fit,"Problem_Solving, Data_Analysis, Excel, Business_Analysis, Communication","3.1, 3.07, 2.85, 1.83, 1.0",2,2,"Career is suitable, but improvement is recommended in: Problem_Solving, Data_Analysis, Excel",1
14226.0,Operations Analyst,Business & Management,77.18,75.0,77.18,Strong Fit,"Excel, Communication, Data_Analysis, Business_Analysis, Problem_Solving","2.11, 2.0, 1.97, 1.57, 1.46",0,4,"Career is suitable, but improvement is recommended in: Excel, Communication, Data_Analysis",1
14227.0,Operations Analyst,Business & Management,82.48,75.0,82.48,Strong Fit,"Communication, Problem_Solving, Data_Analysis, Excel, Business_Analysis","2.0, 1.79, 1.63, 1.4, 1.14",0,3,"Career is suitable, but improvement is recommended in: Communication, Problem_Solving, Data_Analysis",1
14228.0,Risk Analyst,Finance & Accounting,85.32,87.5,85.32,Excellent Fit,"Excel, Financial_Analysis, Risk_Analysis, Statistics, Problem_Solving","2.95, 1.97, 1.62, 0.62, 0.62",0,3,"Career is suitable, but improvement is recommended in: Excel, Financial_Analysis, Risk_Analysis",1
14229.0,Operations Analyst,Business & Management,86.91,75.0,86.91,Excellent Fit,"Communication, Excel, Data_Analysis, Problem_Solving, Business_Analysis","2.0, 1.24, 1.06, 0.92, 0.68",0,1,"Career is suitable, but improvement is recommended in: Communication, Excel, Data_Analysis",1
14230.0,Operations Analyst,Business & Management,96.69,75.0,96.69,Excellent Fit,"Excel, Data_Analysis, Problem_Solving","1.03, 0.49, 0.07",0,0,"Career is suitable, but improvement is recommended in: Excel, Data_Analysis, Problem_Solving",1
14231.0,Operations Analyst,Business & Management,69.96,75.0,69.96,Moderate Fit,"Problem_Solving, Data_Analysis, Excel, Business_Analysis, Communication","3.4, 3.27, 3.25, 1.77, 1.0",3,1,"Career is suitable, but improvement is recommended in: Problem_Solving, Data_Analysis, Excel",1
14232.0,Operations Analyst,Business & Management,92.6,75.0,92.6,Excellent Fit,"Communication, Excel, Data_Analysis, Problem_Solving, Business_Analysis","1.0, 0.79, 0.76, 0.47, 0.34",0,0,"Career is suitable, but improvement is recommended in: Communication, Excel, Data_Analysis",1
14233.0,Risk Analyst,Finance & Accounting,82.78,87.5,82.78,Strong Fit,"Excel, Risk_Analysis, Financial_Analysis, Statistics, Problem_Solving","2.05, 2.0, 1.67, 1.0, 1.0",0,3,"Career is suitable, but improvement is recommended in: Excel, Risk_Analysis, Financial_Analysis",1
14234.0,Operations Analyst,Business & Management,97.45,75.0,97.45,Excellent Fit,"Communication, Excel","1.0, 0.08",0,0,"Career is suitable, but improvement is recommended in: Communication, Excel",1
14235.0,Data Engineer,Technology & Data,96.56,100.0,96.56,Excellent Fit,"Problem_Solving, SQL, Database_Management","1.44, 1.15, 0.33",0,0,"Career is suitable, but improvement is recommended in: Problem_Solving, SQL, Database_Management",1
14236.0,Risk Analyst,Finance & Accounting,75.69,87.5,75.69,Strong Fit,"Communication, Risk_Analysis, Excel, Financial_Analysis, Statistics","3.0, 2.36, 2.11, 1.9, 1.36",1,3,"Career is suitable, but improvement is recommended in: Communication, Risk_Analysis, Excel",1
14237.0,Credit Analyst,Finance & Accounting,57.9,87.5,57.9,Moderate Fit,"Risk_Analysis, Financial_Analysis, Excel, Problem_Solving, Communication","4.18, 3.67, 3.56, 3.18, 3.0",5,2,"Career is suitable, but improvement is recommended in: Risk_Analysis, Financial_Analysis, Excel",1
14238.0,Operations Analyst,Business & Management,67.31,75.0,67.31,Moderate Fit,"Communication, Excel, Data_Analysis, Problem_Solving, Business_Analysis","3.0, 2.86, 2.81, 2.71, 2.23",1,4,"Career is suitable, but improvement is recommended in: Communication, Excel, Data_Analysis",1
14239.0,Operations Analyst,Business & Management,71.17,75.0,71.17,Strong Fit,"Data_Analysis, Excel, Problem_Solving, Communication, Business_Analysis","2.73, 2.64, 2.6, 2.0, 1.97",0,5,"Career is suitable, but improvement is recommended in: Data_Analysis, Excel, Problem_Solving",1
14240.0,Tax Consultant,Finance & Accounting,100.0,85.71428571428571,100.0,Excellent Fit,,,0,0,Student currently meets the evaluated requirements for this career.,1
14241.0,Risk Analyst,Finance & Accounting,69.25,87.5,69.25,Moderate Fit,"Excel, Risk_Analysis, Financial_Analysis, Statistics, Problem_Solving","3.38, 3.0, 2.89, 2.0, 2.0",2,5,"Career is suitable, but improvement is recommended in: Excel, Risk_Analysis, Financial_Analysis",1
14242.0,Data Scientist,Technology & Data,77.01,100.0,77.01,Strong Fit,"Data_Visualization, Machine_Learning, Statistics, Problem_Solving, Python","2.5, 2.44, 2.3, 2.3, 2.0",0,7,"Career is suitable, but improvement is recommended in: Data_Visualization, Machine_Learning, Statistics",1
14243.0,Risk Analyst,Finance & Accounting,89.36,87.5,89.36,Excellent Fit,"Communication, Risk_Analysis, Excel, Financial_Analysis","4.0, 0.66, 0.58, 0.22",1,0,"Career is suitable, but improvement is recommended in: Communication, Risk_Analysis, Excel",1
14245.0,Risk Analyst,Finance & Accounting,76.39,87.5,76.39,Strong Fit,"Excel, Financial_Analysis, Risk_Analysis, Statistics, Problem_Solving","3.44, 2.63, 2.61, 1.61, 1.61",1,5,"Career is suitable, but improvement is recommended in: Excel, Financial_Analysis, Risk_Analysis",1
14246.0,Credit Analyst,Finance & Accounting,95.71,87.5,95.71,Excellent Fit,"Communication, Risk_Analysis","2.0, 0.13",0,1,"Career is suitable, but improvement is recommended in: Communication, Risk_Analysis",1
14247.0,Operations Analyst,Business & Management,91.93,75.0,91.93,Excellent Fit,"Excel, Communication, Data_Analysis, Problem_Solving, Business_Analysis","1.09, 1.0, 0.83, 0.57, 0.21",0,0,"Career is suitable, but improvement is recommended in: Excel, Communication, Data_Analysis",1
14248.0,Operations Analyst,Business & Management,84.39,75.0,84.39,Strong Fit,"Data_Analysis, Excel, Problem_Solving, Business_Analysis, Projects","1.88, 1.78, 1.32, 1.03, 1.0",0,2,"Career is suitable, but improvement is recommended in: Data_Analysis, Excel, Problem_Solving",1
14249.0,Operations Analyst,Business & Management,66.94,75.0,66.94,Moderate Fit,"Excel, Data_Analysis, Problem_Solving, Projects, Business_Analysis","4.06, 3.47, 2.88, 2.67, 1.66",2,3,"Career is suitable, but improvement is recommended in: Excel, Data_Analysis, Problem_Solving",1
14250.0,Product Designer,Design & Creative,96.69,87.5,96.69,Excellent Fit,"Creativity, UI_UX","1.5, 0.4",0,1,"Career is suitable, but improvement is recommended in: Creativity, UI_UX",1
14251.0,Operations Analyst,Business & Management,100.0,75.0,100.0,Excellent Fit,,,0,0,Student currently meets the evaluated requirements for this career.,1
14252.0,Data Engineer,Technology & Data,99.15,100.0,99.15,Excellent Fit,"SQL, Database_Management, Problem_Solving","0.4, 0.33, 0.03",0,0,"Career is suitable, but improvement is recommended in: SQL, Database_Management, Problem_Solving",1
14253.0,Operations Analyst,Business & Management,88.46,75.0,88.46,Excellent Fit,"Excel, Data_Analysis, Problem_Solving, Communication, Business_Analysis","1.35, 1.27, 1.23, 1.0, 0.48",0,0,"Career is suitable, but improvement is recommended in: Excel, Data_Analysis, Problem_Solving",1
14254.0,Operations Analyst,Business & Management,75.78,75.0,75.78,Strong Fit,"Excel, Data_Analysis, Communication, Problem_Solving, Business_Analysis","2.36, 2.14, 2.0, 1.71, 1.57",0,5,"Career is suitable, but improvement is recommended in: Excel, Data_Analysis, Communication",1
14256.0,Social Media Manager,Marketing & Media,95.06,100.0,95.06,Excellent Fit,"Creativity, Social_Media, Analytics","2.67, 0.67, 0.17",0,1,"Career is suitable, but improvement is recommended in: Creativity, Social_Media, Analytics",1
14257.0,Risk Analyst,Finance & Accounting,93.44,87.5,93.44,Excellent Fit,"Communication, Risk_Analysis, Excel, Financial_Analysis","2.0, 0.66, 0.58, 0.22",0,1,"Career is suitable, but improvement is recommended in: Communication, Risk_Analysis, Excel",1
14258.0,Credit Analyst,Finance & Accounting,87.05,87.5,87.05,Excellent Fit,"Excel, Risk_Analysis, Financial_Analysis, Problem_Solving, Accounting","2.19, 1.98, 1.66, 0.98, 0.35",0,3,"Career is suitable, but improvement is recommended in: Excel, Risk_Analysis, Financial_Analysis",1
14260.0,Operations Analyst,Business & Management,74.18,75.0,74.18,Strong Fit,"Excel, Data_Analysis, Problem_Solving, Communication, Business_Analysis","2.65, 2.33, 2.0, 2.0, 1.57",0,5,"Career is suitable, but improvement is recommended in: Excel, Data_Analysis, Problem_Solving",1
14261.0,Teacher,Education,65.13,100.0,65.13,Moderate Fit,"Communication, Presentation, Teaching, Subject_Knowledge, Planning","4.0, 3.83, 3.51, 3.02, 2.56",4,3,"Career is suitable, but improvement is recommended in: Communication, Presentation, Teaching",1
14263.0,Data Analyst,Technology & Data,88.15,100.0,88.15,Excellent Fit,"Excel, Data_Visualization, SQL, Business_Analysis, Projects","2.2, 2.0, 1.6, 1.4, 1.0",0,3,"Career is suitable, but improvement is recommended in: Excel, Data_Visualization, SQL",1
14264.0,Data Scientist,Technology & Data,85.71,100.0,85.71,Excellent Fit,"Internship, Statistics, Problem_Solving, Data_Visualization, Git_GitHub","2.67, 1.32, 1.32, 1.17, 1.0",0,1,"Career is suitable, but improvement is recommended in: Internship, Statistics, Problem_Solving",1
14265.0,Operations Analyst,Business & Management,73.71,75.0,73.71,Strong Fit,"Data_Analysis, Problem_Solving, Excel, Business_Analysis, Communication","2.81, 2.72, 2.67, 1.7, 1.0",0,4,"Career is suitable, but improvement is recommended in: Data_Analysis, Problem_Solving, Excel",1
14266.0,Accountant,Finance & Accounting,74.27,100.0,74.27,Strong Fit,"Financial_Reporting, Accounting, Excel, Attention_to_Detail, Taxation","3.18, 2.77, 2.61, 2.33, 1.77",1,5,"Career is suitable, but improvement is recommended in: Financial_Reporting, Accounting, Excel",1
14267.0,Operations Analyst,Business & Management,89.54,75.0,89.54,Excellent Fit,"Data_Analysis, Excel, Problem_Solving, Communication, Business_Analysis","1.14, 1.07, 1.05, 1.0, 0.54",0,0,"Career is suitable, but improvement is recommended in: Data_Analysis, Excel, Problem_Solving",1
14268.0,Credit Analyst,Finance & Accounting,78.38,87.5,78.38,Strong Fit,"Risk_Analysis, Excel, Communication, Financial_Analysis, Problem_Solving","2.47, 2.38, 2.0, 1.98, 1.47",0,4,"Career is suitable, but improvement is recommended in: Risk_Analysis, Excel, Communication",1
14269.0,Credit Analyst,Finance & Accounting,81.3,87.5,81.3,Strong Fit,"Excel, Risk_Analysis, Communication, Financial_Analysis, Problem_Solving","2.14, 2.1, 2.0, 1.73, 1.1",0,4,"Career is suitable, but improvement is recommended in: Excel, Risk_Analysis, Communication",1
14270.0,Data Scientist,Technology & Data,96.61,100.0,96.61,Excellent Fit,"Python, Communication, Data_Visualization","1.0, 1.0, 0.33",0,0,"Career is suitable, but improvement is recommended in: Python, Communication, Data_Visualization",1
14271.0,Operations Analyst,Business & Management,93.21,75.0,93.21,Excellent Fit,"Data_Analysis, Excel, Problem_Solving, Business_Analysis","1.08, 1.07, 0.95, 0.14",0,0,"Career is suitable, but improvement is recommended in: Data_Analysis, Excel, Problem_Solving",1
14272.0,Operations Analyst,Business & Management,86.71,75.0,86.71,Excellent Fit,"Excel, Data_Analysis, Problem_Solving, Projects, Business_Analysis","2.0, 1.67, 1.0, 1.0, 0.33",0,2,"Career is suitable, but improvement is recommended in: Excel, Data_Analysis, Problem_Solving",1
14273.0,Data Scientist,Technology & Data,85.11,100.0,85.11,Excellent Fit,"Internship, Statistics, Problem_Solving, Data_Visualization, Git_GitHub","2.67, 1.56, 1.56, 1.17, 1.0",0,3,"Career is suitable, but improvement is recommended in: Internship, Statistics, Problem_Solving",1
14275.0,Graphic Designer,Design & Creative,94.35,100.0,94.35,Excellent Fit,"Creativity, Visual_Design, Portfolio, Typography, Color_Theory","1.83, 1.13, 0.67, 0.13, 0.13",0,1,"Career is suitable, but improvement is recommended in: Creativity, Visual_Design, Portfolio",1
14276.0,Social Media Manager,Marketing & Media,94.44,100.0,94.44,Excellent Fit,"Creativity, Social_Media, Content_Creation, Digital_Marketing, Brand_Management","2.17, 1.17, 0.17, 0.17, 0.17",0,1,"Career is suitable, but improvement is recommended in: Creativity, Social_Media, Content_Creation",1
14277.0,Risk Analyst,Finance & Accounting,66.86,87.5,66.86,Moderate Fit,"Excel, Risk_Analysis, Financial_Analysis, Statistics, Problem_Solving","3.62, 3.24, 3.05, 2.24, 2.24",3,4,"Career is suitable, but improvement is recommended in: Excel, Risk_Analysis, Financial_Analysis",1
14278.0,Data Scientist,Technology & Data,93.96,100.0,93.96,Excellent Fit,"Statistics, Problem_Solving, Machine_Learning, Data_Visualization, Projects","1.43, 1.43, 0.83, 0.67, 0.33",0,0,"Career is suitable, but improvement is recommended in: Statistics, Problem_Solving, Machine_Learning",1
14279.0,Operations Analyst,Business & Management,94.71,75.0,94.71,Excellent Fit,"Excel, Data_Analysis, Problem_Solving","1.11, 0.84, 0.59",0,0,"Career is suitable, but improvement is recommended in: Excel, Data_Analysis, Problem_Solving",1
